transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,net_sales,month
114,484,Eric Cabrera,101,250000.0,Laptop,Elec,online,Bangalore,2025-04-07,3,NetBanking,0.25,Eri*****@gmail.com,61******33,successful,749999.75,2025-04
115,270,Katherine Shaw,107,50000.0,Dining Table,Furn,online,Chennai,2025-12-16,1,Card,0.1,Kat*****@yahoo.com,90******08,successful,49999.9,2025-12
116,756,Juan Mata,103,1300.0,Shirt,Clothing,online,Bangalore,2025-11-22,4,NetBanking,0.2,Jua*****@yahoo.com,68******18,successful,5199.8,2025-11
118,206,Kevin Cox,105,45000.0,Tv,Elec,online,Chennai,2025-04-18,1,UPI,0.4,Kev*****@outlook.com,93******08,successful,44999.6,2025-04
121,175,Shelby Casey,109,65000.0,Refrigerator,Home,offline,Hyderabad,2025-05-30,1,Card,0.25,She*****@gmail.com,81******33,successful,64999.75,2025-05
122,549,Jacob Hopkins,102,70000.0,Phone,Electronics,online,Bangalore,2025-05-17,4,Cash,0.15,Jac*****@gmail.com,68******90,successful,279999.85,2025-05
123,387,Kenneth Rocha,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-06-30,5,UPI,0.3,Ken*****@outlook.com,63******83,successful,224999.7,2025-06
124,592,Timothy Medina,104,8000.0,Shoes,Cloth,offline,Delhi,2026-03-04,3,Card,0.35,Tim*****@gmail.com,70******01,successful,23999.65,2026-03
127,115,Linda Graham,101,250000.0,Laptop,Elec,online,Chennai,2026-03-24,1,UPI,0.4,Lin*****@gmail.com,86******68,successful,249999.6,2026-03
130,149,Ashley Mejia,103,1300.0,Shirt,Clothing,online,Chennai,2025-11-23,1,Card,0.15,Ash*****@outlook.com,68******43,successful,1299.85,2025-11
131,274,Joseph Parker,107,50000.0,Dining Table,Furniture,online,Bangalore,2026-01-06,1,UPI,0.15,Jos*****@gmail.com,79******06,successful,49999.85,2026-01
132,173,Joshua Smith,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-06-07,2,UPI,0.4,Jos*****@outlook.com,93******78,successful,129999.6,2025-06
134,702,Robert Jackson,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-09-30,1,UPI,0.05,Rob*****@gmail.com,81******38,successful,14999.95,2025-09
135,362,David Wells,101,,Laptop,Elec,offline,Bangalore,2025-11-25,5,Cash,0.2,Dav*****@yahoo.com,76******22,successful,,2025-11
136,863,Travis Morgan,101,250000.0,Laptop,Electronics,online,Bangalore,2025-05-24,1,Card,0.15,Tra*****@gmail.com,71******57,successful,249999.85,2025-05
137,38,Laura Shelton,103,1300.0,Shirt,Clothing,online,Bangalore,2026-02-08,4,Card,0.05,Lau*****@gmail.com,65******05,successful,5199.95,2026-02
138,432,Charles Nelson,103,1300.0,Shirt,Cloth,offline,Mumbai,2026-02-22,4,NetBanking,0.4,Cha*****@yahoo.com,90******74,successful,5199.6,2026-02
139,907,Jeffrey Mccall,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2026-02-17,4,NetBanking,0.05,Jef*****@gmail.com,67******50,successful,259999.95,2026-02
140,400,Brenda Johnson,101,250000.0,Laptop,Elec,online,Chennai,2025-06-09,4,NetBanking,0.1,Bre*****@yahoo.com,79******93,successful,999999.9,2025-06
141,180,Chelsea Meyer,103,1300.0,Shirt,Cloth,online,Bangalore,2025-11-07,4,Card,0.1,Che*****@yahoo.com,63******60,successful,5199.9,2025-11
143,313,Mary Lowe,107,50000.0,Dining Table,Furn,offline,Delhi,2026-12-04,3,UPI,0.35,Mar*****@outlook.com,66******40,successful,149999.65,2026-12
145,975,Jacqueline Doyle,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2026-01-12,3,Card,0.1,Jac*****@outlook.com,81******90,successful,194999.9,2026-01
146,311,Juan Murphy,103,1300.0,Shirt,Cloth,offline,Bangalore,2025-10-29,2,NetBanking,0.1,Jua*****@yahoo.com,74******60,successful,2599.9,2025-10
147,111,Alyssa Mitchell,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-09-08,4,Card,0.35,Aly*****@gmail.com,93******86,successful,199999.65,2025-09
148,139,Melissa Peterson,104,8000.0,Shoes,Cloth,offline,Mumbai,2025-07-09,3,NetBanking,0.25,Mel*****@outlook.com,87******33,successful,23999.75,2025-07
149,644,John Parrish,102,70000.0,Phone,Elec,offline,Delhi,2026-04-04,4,Card,0.2,Joh*****@gmail.com,70******81,successful,279999.8,2026-04
150,917,Alexandria Marks,105,,Tv,Elec,online,Hyderabad,2025-04-11,2,Cash,0.4,Ale*****@gmail.com,88******19,successful,,2025-04
151,294,Jared Moreno,101,250000.0,Laptop,Electronics,online,Hyderabad,2026-04-01,1,NetBanking,0.4,Jar*****@gmail.com,66******09,successful,249999.6,2026-04
153,1,Karen Pollard,108,,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-04-10,3,NetBanking,0.15,Kar*****@yahoo.com,71******63,successful,,2026-04
154,835,Juan Watkins,102,,Phone,Electronics,online,Delhi,2026-01-31,4,UPI,0.3,Jua*****@outlook.com,79******80,successful,,2026-01
155,363,Leonard Travis,105,45000.0,Tv,Elec,online,Delhi,2025-06-07,3,Card,0.1,Leo*****@gmail.com,90******72,successful,134999.9,2025-06
156,334,Brenda Gonzales,109,65000.0,Refrigerator,Home,online,Chennai,2025-05-11,5,Card,0.3,Bre*****@gmail.com,90******83,successful,324999.7,2025-05
157,39,Megan Jones,102,70000.0,Phone,Electronics,online,Hyderabad,2026-01-03,1,UPI,0.25,Meg*****@gmail.com,72******86,successful,69999.75,2026-01
159,570,Donald Carter,103,1300.0,Shirt,Cloth,offline,Chennai,2025-05-08,1,Cash,0.2,Don*****@gmail.com,79******19,successful,1299.8,2025-05
160,152,Levi Leon,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-06-06,3,Cash,0.15,Lev*****@gmail.com,66******06,successful,194999.85,2025-06
161,944,Julie Rodriguez,104,8000.0,Shoes,Clothing,offline,Delhi,2025-08-29,3,Cash,0.1,Jul*****@yahoo.com,74******79,successful,23999.9,2025-08
162,197,Gabriel Mills,103,1300.0,Shirt,Clothing,online,Mumbai,2025-11-15,5,NetBanking,0.25,Gab*****@gmail.com,84******37,successful,6499.75,2025-11
163,256,Nicole Williams,104,8000.0,Shoes,Clothing,offline,Chennai,2025-10-08,2,NetBanking,0.15,Nic*****@gmail.com,92******32,successful,15999.85,2025-10
164,993,Julie Wade,109,65000.0,Refrigerator,Home,online,Bangalore,2025-04-21,2,Card,0.2,Jul*****@outlook.com,74******25,successful,129999.8,2025-04
165,525,Laura Barajas,106,80000.0,Sofa,Furn,offline,Bangalore,2025-08-09,1,Cash,0.05,Lau*****@gmail.com,85******00,successful,79999.95,2025-08
166,976,Paula Rogers,101,250000.0,Laptop,Electronics,offline,Chennai,2025-11-13,5,UPI,0.25,Pau*****@gmail.com,87******25,successful,1249999.75,2025-11
167,820,Mary Goodwin,103,1300.0,Shirt,Clothing,online,Delhi,2026-03-09,3,Card,0.2,Mar*****@yahoo.com,85******01,successful,3899.8,2026-03
168,92,Kelly Chang,101,250000.0,Laptop,Elec,offline,Chennai,2025-06-03,5,Card,0.25,Kel*****@yahoo.com,94******79,successful,1249999.75,2025-06
170,893,Taylor Walton,110,45000.0,Microwave,Home Appliances,online,Delhi,2025-04-29,4,UPI,0.2,Tay*****@outlook.com,71******86,successful,179999.8,2025-04
171,871,Joel Hall,102,70000.0,Phone,Elec,online,Chennai,2026-01-20,3,UPI,0.2,Joe*****@gmail.com,89******29,successful,209999.8,2026-01
172,5,Kathleen Olson,103,1300.0,Shirt,Cloth,online,Hyderabad,2025-04-16,5,Cash,0.3,Kat*****@gmail.com,64******05,successful,6499.7,2025-04
173,368,Emily Scott,107,50000.0,Dining Table,Furn,offline,Mumbai,2026-02-20,4,Card,0.3,Emi*****@yahoo.com,91******34,successful,199999.7,2026-02
174,97,Joseph Nolan,105,45000.0,Tv,Elec,online,Bangalore,2025-10-09,2,NetBanking,0.4,Jos*****@outlook.com,95******93,successful,89999.6,2025-10
176,260,Cynthia Fields,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-09-20,5,Cash,0.4,Cyn*****@gmail.com,68******11,successful,249999.6,2025-09
177,164,Shawn Stewart,107,50000.0,Dining Table,Furn,online,Chennai,2025-09-04,4,Card,0.05,Sha*****@gmail.com,71******54,successful,199999.95,2025-09
178,288,Darren Parker,102,70000.0,Phone,Elec,online,Hyderabad,2025-08-07,4,NetBanking,0.35,Dar*****@outlook.com,77******69,successful,279999.65,2025-08
179,565,Craig Moore,105,45000.0,Tv,Elec,offline,Mumbai,2025-08-08,3,Cash,0.2,Cra*****@gmail.com,99******11,successful,134999.8,2025-08
182,749,Linda Lara,109,65000.0,Refrigerator,Home,online,Mumbai,2025-04-21,4,Cash,0.1,Lin*****@outlook.com,74******01,successful,259999.9,2025-04
185,672,Austin Perez,106,80000.0,Sofa,Furniture,online,Delhi,2025-04-27,2,NetBanking,0.4,Aus*****@gmail.com,60******18,successful,159999.6,2025-04
186,545,Paul Howell,110,45000.0,Microwave,Home,offline,Hyderabad,2026-03-07,1,UPI,0.3,Pau*****@gmail.com,88******03,successful,44999.7,2026-03
187,996,Barbara Morris,101,250000.0,Laptop,Electronics,online,Hyderabad,2026-03-18,3,UPI,0.2,Bar*****@gmail.com,87******56,successful,749999.8,2026-03
188,200,Miguel Proctor,101,250000.0,Laptop,Electronics,offline,Delhi,2025-11-28,2,Cash,0.3,Mig*****@gmail.com,81******35,successful,499999.7,2025-11
189,585,Clifford Hayes,102,70000.0,Phone,Electronics,offline,Delhi,2025-06-29,4,NetBanking,0.25,Cli*****@gmail.com,65******42,successful,279999.75,2025-06
190,843,Chelsea Hester,102,70000.0,Phone,Electronics,online,Bangalore,2025-10-07,3,NetBanking,0.4,Che*****@gmail.com,81******61,successful,209999.6,2025-10
192,744,Ashley Hull,109,65000.0,Refrigerator,Home,offline,Chennai,2026-03-07,2,NetBanking,0.05,Ash*****@outlook.com,67******82,successful,129999.95,2026-03
193,243,Christian Martin,101,250000.0,Laptop,Electronics,offline,Delhi,2025-07-10,2,Card,0.1,Chr*****@yahoo.com,63******62,successful,499999.9,2025-07
194,56,Joshua Li,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-10-26,5,UPI,0.3,Jos*****@gmail.com,70******90,successful,6499.7,2025-10
195,511,Eric Johnson,102,70000.0,Phone,Elec,online,Hyderabad,2026-12-02,5,Cash,0.1,Eri*****@gmail.com,85******34,successful,349999.9,2026-12
196,248,Anthony Henry,109,65000.0,Refrigerator,Home Appliances,offline,Hyderabad,2025-10-31,5,NetBanking,0.25,Ant*****@yahoo.com,70******30,successful,324999.75,2025-10
197,344,Brian Wells,101,250000.0,Laptop,Electronics,online,Chennai,2025-05-29,1,NetBanking,0.2,Bri*****@gmail.com,84******08,successful,249999.8,2025-05
198,263,Joshua Anderson,108,15000.0,Mixer Grinder,Home,offline,Hyderabad,2026-02-20,2,NetBanking,0.25,Jos*****@outlook.com,79******42,successful,29999.75,2026-02
199,628,Kelly Turner,102,70000.0,Phone,Electronics,offline,Chennai,2025-09-12,3,UPI,0.15,Kel*****@gmail.com,81******26,successful,209999.85,2025-09
200,76,Cindy Lewis,105,45000.0,Tv,Electronics,offline,Chennai,2025-04-27,1,Cash,0.4,Cin*****@outlook.com,66******66,successful,44999.6,2025-04
202,362,David Wells,108,,Mixer Grinder,Home Appliances,offline,Bangalore,2025-05-05,5,Cash,0.05,Dav*****@yahoo.com,76******22,successful,,2025-05
204,988,John Thomas,107,50000.0,Dining Table,Furniture,online,Delhi,2025-09-27,4,NetBanking,0.2,Joh*****@gmail.com,91******39,successful,199999.8,2025-09
205,288,Darren Parker,104,,Shoes,Cloth,online,Hyderabad,2025-08-06,3,NetBanking,0.25,Dar*****@outlook.com,77******69,successful,,2025-08
206,258,Larry Taylor,106,80000.0,Sofa,Furniture,offline,Chennai,2025-11-24,5,UPI,0.2,Lar*****@yahoo.com,98******95,successful,399999.8,2025-11
207,710,April Moore,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2025-05-01,1,UPI,0.25,Apr*****@gmail.com,97******76,successful,14999.75,2025-05
208,91,Christopher Martin,101,250000.0,Laptop,Elec,online,Bangalore,2025-07-09,5,Cash,0.4,Chr*****@outlook.com,83******11,successful,1249999.6,2025-07
209,392,Jeffery Wallace,108,,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-02-23,3,UPI,0.25,Jef*****@gmail.com,83******77,successful,,2026-02
212,247,David Cherry,101,250000.0,Laptop,Electronics,offline,Bangalore,2025-06-02,3,UPI,0.3,Dav*****@yahoo.com,62******39,successful,749999.7,2025-06
213,659,Jason Liu,110,45000.0,Microwave,Home,offline,Chennai,2025-11-13,3,NetBanking,0.25,Jas*****@outlook.com,88******92,successful,134999.75,2025-11
214,81,Michael Wagner,105,45000.0,Tv,Electronics,offline,Chennai,2025-07-13,5,UPI,0.15,Mic*****@yahoo.com,97******74,successful,224999.85,2025-07
216,796,Jasmine Lopez,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2026-03-29,4,Cash,0.15,Jas*****@outlook.com,91******17,successful,179999.85,2026-03
217,763,David Howard,110,45000.0,Microwave,Home Appliances,offline,Delhi,2026-04-08,5,Cash,0.15,Dav*****@gmail.com,86******89,successful,224999.85,2026-04
218,774,Antonio Evans,101,250000.0,Laptop,Elec,offline,Hyderabad,2025-09-17,1,Cash,0.05,Ant*****@gmail.com,71******42,successful,249999.95,2025-09
219,560,Anthony Lawrence,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-04-07,5,NetBanking,0.3,Ant*****@gmail.com,75******87,successful,349999.7,2025-04
